Client Names,Client Numbers
"SAN DIEGO ONCOLOGY MEDICAL CLINIC, Birch Patrick",
"SAN DIEGO ONCOLOGY MEDICAL CLINIC, Sharp Mary Birch",
SENIOR PSYCHIATRIC SERVICES,5039067970.0
"SENIOR PSYCHIATRIC SERVICES, BEAVERTON OFFICE",5039067970
"SENIOR PSYCHIATRIC SERVICES, BEAVERTON OFFICE",5039067970
Steven Vasilev MD PC,4242551340.0
"Steven Vasilev MD PC, Saint Johns Health Ctr",4242551340
"Steven Vasilev MD PC, Saint Johns Health Ctr",4242551340
"Summit Hand and Upper Extremity Rehabilitation, Inc.",2019436300.0
"Summit Hand and Upper Extremity Rehabilitation, Inc., Summit Hand and Upper Extremity Rhb",2019436300
Tacoma-Pierce County Health Department,2536491604.0
"Tacoma-Pierce County Health Department, Treatment Services",2536491604
"United Physicians, LLC",5028830227.0
"United Physicians, LLC, NORTON SUBURBAN HOSPITAL",
"United Physicians, LLC, NORTON HOSPITAL",5026298000
"United Physicians, LLC, JEWISH HOSPITAL",5025874011
"United Physicians, LLC, KINDRED HOSPITAL JEWISH",5025873999
"United Physicians, LLC, FRAZIER REHAB INSTITUTE",5025827400
"United Physicians, LLC, ST MARY'S ELIZABETH HOSPITAL",
"United Physicians, LLC, United Physicians- 7th Street",5026371005
"United Physicians, LLC, United Physicians-Churchman",5023803843
"United Physicians, LLC, United Physicians-Riverside",5028830227
"United Physicians, LLC, NORTON BROWNSBORO HOSPITAL",5024468000
"United Physicians, LLC, NORTON AUDUBON HOSPITAL",5026367111
"United Physicians, LLC, ST MATTHEWS CARE CENTER",5028932595
"United Physicians, LLC, LOUISVILLE EAST",5024598900
"United Physicians, LLC, KINDRED SKILLED NURSING",5025877001
"United Physicians, LLC, KINDRED HOSPITAL LOUISVILLE",5025877001
"United Physicians, LLC, CHEROKEE PARK REHABILITATION",5024510990
"United Physicians, LLC, SENECA PLACE",5024526331
"United Physicians, LLC, FLAGET MEMORIAL HOSPITAL",5023505000
"United Physicians, LLC, HILLCREEK REHAB",5024599120
Valley Cancer Medical Center,2098231609.0
"Valley Cancer Medical Center, Valley Cancer Medical Center 2",2095292000
VICTORY HEMATOLOGY AND ONCOLOGY,8186163998.0
"VICTORY HEMATOLOGY AND ONCOLOGY, VICTORY HEMATOLOGY & ONCOLOGY",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, SHERMAN OAKS HOSPITAL",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, ENCINO HOSPITAL",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, VALLEY PRESBYTERIAN HOSPITAL",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, PROVIDENCE MEDICAL AT TARZANA",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, PROVIDENCE HOLY CROSS HOSPITAL",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, PROVIDENCE SAN JOSEPH HOSPITAL",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, NORTHRIDGE HOSPITAL CENTER",8188858500
"VICTORY HEMATOLOGY AND ONCOLOGY, GLENDALE MEMORIAL HOSPITAL",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, GLENDALE ADVENTIST CENTER",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, SHERMAN OAKS HEALTH AND REHAB",8189867242
"VICTORY HEMATOLOGY AND ONCOLOGY, PACIFICA HOSPITAL OF THE VALLE",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, MISSION COMUNITY HOSPITAL",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, VICTORY HEMATOLOGY & ONCOLOGY",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, SHERMAN OAKS HOSPITAL",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, ENCINO HOSPITAL",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, VALLEY PRESBYTERIAN HOSPITAL",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, PROVIDENCE MEDICAL AT TARZANA",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, PROVIDENCE HOLY CROSS HOSPITAL",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, PROVIDENCE SAN JOSEPH HOSPITAL",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, NORTHRIDGE HOSPITAL CENTER",8188858500
"VICTORY HEMATOLOGY AND ONCOLOGY, GLENDALE MEMORIAL HOSPITAL",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, GLENDALE ADVENTIST CENTER",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, SHERMAN OAKS HEALTH AND REHAB",8189867242
"VICTORY HEMATOLOGY AND ONCOLOGY, PACIFICA HOSPITAL OF THE VALLE",8186163998
"VICTORY HEMATOLOGY AND ONCOLOGY, MISSION COMUNITY HOSPITAL",8186163998
Pirate Acupuncture,5612212134.0
VVS MD,9496522320.0
"Omid S. Shaye, M.D., A Medical Corporation",8183461773.0
"Omid S. Shaye, M.D., A Medical Corporation, 4. West Hills",8183461773
"Omid S. Shaye, M.D., A Medical Corporation, 2. Tarzana",8187053900
"Omid S. Shaye, M.D., A Medical Corporation, 1. Infusion Room - Tarzana",
"Omid S. Shaye, M.D., A Medical Corporation, 3. Infusion Room - West Hill",
"Omid S. Shaye, M.D., A Medical Corporation, PROVIDENCE TARZANA HOSPITAL AN",8188810800
"Omid S. Shaye, M.D., A Medical Corporation, WEST HILLS HOSPITAL AND MEDICA",
"Omid S. Shaye, M.D., A Medical Corporation, CANYON OAKS",8188877050
"Omid S. Shaye, M.D., A Medical Corporation, CHATSWORTH PARK HEALTH CARE CE",
"Omid S. Shaye, M.D., A Medical Corporation, LAKE BALBOA REHAB CENTER",
"Omid S. Shaye, M.D., A Medical Corporation, PROVIDENCE WEST VALLEY HEALTHC",
"Omid S. Shaye, M.D., A Medical Corporation, TOPANGA TERRACE",
"Omid S. Shaye, M.D., A Medical Corporation, VICTORY HOUSE",
"Omid S. Shaye, M.D., A Medical Corporation, WEST HEALTH AND REHAB CENTER",
"Omid S. Shaye, M.D., A Medical Corporation, WINDSOR TERRACE HEALTHCARE CEN",8187873400
"Omid S. Shaye, M.D., A Medical Corporation, JEWISH HOME EISENBERG VILLAGE",
"Mark J. Kelly, M.D., Inc.",3107737035.0
"Mark J. Kelly, M.D., Inc., Billing Service Calendar",3108290039
"Mark J. Kelly, M.D., Inc., Providence-Saint John's ASC",3108295511
"Mark J. Kelly, M.D., Inc., Santa Monica-UCLA Health Cente",3193194000
"Mark J. Kelly, M.D., Inc., MAKE CHECKS PAYABLE/REMIT TO:",
"Mark J. Kelly, M.D., Inc., PSJ Committees and Meetings",
"Mark J. Kelly, M.D., Inc., Medical Office of Mark J.Kelly, M.D",3108290039
"Mark J. Kelly, M.D., Inc., Directed Interventional SC",3104531489
"Mark J. Kelly, M.D., Inc., Providence-Saint John's IP",3108295511
"Mark J. Kelly, M.D., Inc., Saint John's Cancer Center",3108296597
"Mark J. Kelly, M.D., Inc., Medical Office of Mark J.Kelly NEW",3108290039
Peter M. Loisides MD INC,3108290039.0
"Peter M. Loisides MD INC, Main Office",3108290039
"Peter M. Loisides MD INC, Saint Johns Health Center",
"Peter M. Loisides MD INC, Saint Johns Ambulatory Srg Cnt",
"Peter M. Loisides MD INC, 20th Street Surgery Center",
"Peter M. Loisides MD INC, Surgery Center of the Pacific",
"Peter M. Loisides MD INC, Specialty Surgery Center",
"Peter M. Loisides MD INC, MAKE CHECKS PAYABLE/REMIT TO:",
Western Pacific Oncology and Hematology,4242551263.0
"Western Pacific Oncology and Hematology, Western Pacific Oncology T",4242551263
"Western Pacific Oncology and Hematology, Western Pacific Oncology and H",6615894300
Yancey County Health Department NC,8286826118.0
"Yancey County Health Department NC, Yancey County Health Department",8286826118
"Yancey County Health Department NC, Cane River Student Health Center",8286824758
"Yancey County Health Department NC, East Yancey Student Health Center",8286826152
"Yancey County Health Department NC, Yancey County Primary Care",8286826118
Boris Yaguda Medical P.C.,7327404257.0
"Boris Yaguda Medical P.C., NY Pain Management Center",7327404257
Cancer and Blood Care Specialists,7148354800.0
"Cancer and Blood Care Specialists, CBCS 1401",7148354800
"Cancer and Blood Care Specialists, St Joseph Orange",
"Cancer and Blood Care Specialists, Telehealth",
"Cancer and Blood Care Specialists, Telehealth Provided in Pt's Home",
"Cancer and Blood Care Specialists, CBCS 363",
"Cancer and Blood Care Specialists, CBCS 1401",7148354800
"Cancer and Blood Care Specialists, St Joseph Orange",
"Cancer and Blood Care Specialists, Telehealth",
"Cancer and Blood Care Specialists, Telehealth Provided in Pt's Home",
Cancer and Blood Specialty Clinic,5627350602.0
"Cancer and Blood Specialty Clinic, Los Alamitos Clinic",5627350602
"Cancer and Blood Specialty Clinic, Long Beach Clinic",5623400606
"Cancer and Blood Specialty Clinic, CBSC old los alamitos",
"Cancer and Blood Specialty Clinic, Leisure World",
"Cancer and Blood Specialty Clinic, Infusion Room - Los Alamitos",
"Cancer and Blood Specialty Clinic, Long Beach Memorial Hospital",
"Cancer and Blood Specialty Clinic, Lakewood Reional Medical Cent",5626026811
"Cancer and Blood Specialty Clinic, Los Alamitos Medical Center",5625981311
"Cancer and Blood Specialty Clinic, Orange Coast Memorial Hospital",
"Cancer and Blood Specialty Clinic, College Hospital of Long Beach",
"Cancer and Blood Specialty Clinic, St Mary Medical Center",
"Cancer and Blood Specialty Clinic, Community Hospital of Long Bea",
"Cancer and Blood Specialty Clinic, Los Alamitos Clinic - DME",5627350602
"Cancer and Blood Specialty Clinic, Admiral Home Health",5624210777
"Cancer and Blood Specialty Clinic, Evergreen Home Health",5628609444
"Cancer and Blood Specialty Clinic, PALMCREST GRAND CARE CNT",5625951731
"Cancer and Blood Specialty Clinic, KINDRED AT HOME",7145053087
"Cancer and Blood Specialty Clinic, Hygieia Home Health",5628654900
"Cancer and Blood Specialty Clinic, Fountain Valley",7147831838
"Cancer and Blood Specialty Clinic, Allied Home Health Care Corp",9096276225
"Cancer and Blood Specialty Clinic, ALTERNATIVE HEALTH CARE",7145223070
"Cancer and Blood Specialty Clinic, GRACE HOME HEALTH",5624980203
"Cancer and Blood Specialty Clinic, ENAHANCED CARE HOME HEALTH",6265317591
"Cancer and Blood Specialty Clinic, ANAHEIM CREST NURSING CENTER",7148272440
"Cancer and Blood Specialty Clinic, Preferred choice home health care",8186004479
"Cancer and Blood Specialty Clinic, NEW VISION HOME HEALTH AGENCY",5629037771
"Cancer and Blood Specialty Clinic, FOUNTAIN VALLEY REGIONAL HOSPITAL",7149667200
"Cancer and Blood Specialty Clinic, KINDRED INPT HOSPITAL",5625313110
"Cancer and Blood Specialty Clinic, Lakewood Clinic",5622000203
"Cancer and Blood Specialty Clinic, Cancer and Blood Specialty",5627350605
"Cancer and Blood Specialty Clinic, Torrance Clinic",4244351037
"Cancer and Blood Specialty Clinic, Garden Grove Hospital Medical Cente",7145375160
"Cancer and Blood Specialty Clinic, TORRANCE MEMORIAL MEDICAL CENTER",3103259110
"Cancer and Blood Specialty Clinic, Blooming home health",
"Cancer and Blood Specialty Clinic, Long Beach Clinic ED",5623400606
"Cancer and Blood Specialty Clinic, Fountain Valley KV",7144329090
"Cancer and Blood Specialty Clinic, Whittier Clinic",5623583360
"Cancer and Blood Specialty Clinic, Little Company of Mary Medical Cent",3105407676
"Cancer and Blood Specialty Clinic, Whittier Clinic - Inactive",5627254367
"Cancer and Blood Specialty Clinic, Barlow Respiratory Hospital",2132504200
"Cancer and Blood Specialty Clinic, PIH HEALTH WHITTIER HOSPITAL",5626980811
"Cancer and Blood Specialty Clinic, Whittier Hospital - AHMC Whittier",5629453561
"Cancer and Blood Specialty Clinic, PIH HEALTH DOWNEY HOSPITAL",5629045000
"Cancer and Blood Specialty Clinic, East LA office",
"Cancer and Blood Specialty Clinic, Memorial Hospital of Gardena",3105324200
"Cancer and Blood Specialty Clinic, Providence Litle Company of Mary",3105407676
"Cancer and Blood Specialty Clinic, Los Angeles Community Hospital",3232670477
"Cancer and Blood Specialty Clinic, Adventist Health White Memorial",3232685000
"Cancer and Blood Specialty Clinic, Orange Office",
"Complete Care Community Health Center, Inc",3236606200.0
"Complete Care Community Health Center, Inc, Complete Care CHC",3236606200
"Complete Care Community Health Center, Inc, COMMUNITY AND MISSION HOSPITAL",3235889513
"Complete Care Community Health Center, Inc, EAST LOS ANGELES DOCTORS HOSP",3232685514
"Complete Care Community Health Center, Inc, GLENDALE ADVENTIST HOSPITAL",8184098000
"Complete Care Community Health Center, Inc, GLENDALE MEMORIAL HOSPITAL",8185021900
"Complete Care Community Health Center, Inc, GOOD SAMARITAN HOSPITAL",2139772121
"Complete Care Community Health Center, Inc, HOLLYWOOD PRESBYTERIAN MEDICAL",2134132000
"Complete Care Community Health Center, Inc, SAINT JOSEPH MEDICAL CENTER",8188435111
"Complete Care Community Health Center, Inc, SAINT VINCENT MEDICAL CENTER",2134847111
"Complete Care Community Health Center, Inc, VERDUGO HOSPITAL",8187907100
"Complete Care Community Health Center, Inc, WHITE MEMORIAL MEDICAL CENTER",3232685000
"Complete Care Community Health Center, Inc, Infusion Room",
"Complete Care Community Health Center, Inc, Altadena",6267948133
Comprehensive Digestive Institute of Nevada,7024834483.0
"Comprehensive Digestive Institute of Nevada, Valley CHH Inpatient",7028359700
"Comprehensive Digestive Institute of Nevada, Durango Surgery Center",7027895700
"Comprehensive Digestive Institute of Nevada, Parkway Surgery Center",7026164954
"Comprehensive Digestive Institute of Nevada, Flamingo Surgery Center",7026977900
"Comprehensive Digestive Institute of Nevada, Las Vegas Surgery Center",7028702090
"Comprehensive Digestive Institute of Nevada, St. Rose San Martin Inpatient",7024928000
"Comprehensive Digestive Institute of Nevada, Spring Valley Hospital",7028533000
"Comprehensive Digestive Institute of Nevada, Summerlin Hospital OUTPATIENT",7022337000
"Comprehensive Digestive Institute of Nevada, Sunrise Hospital",7027318000
"Comprehensive Digestive Institute of Nevada, Durango Office",7024834483
"Comprehensive Digestive Institute of Nevada, Southern Hills Hospital Inpatient",
"Comprehensive Digestive Institute of Nevada, St Rose Hosp Siena Inpatient",
"Comprehensive Digestive Institute of Nevada, Mountain View Hospital",7022555000
"Comprehensive Digestive Institute of Nevada, University Medical Center",7023832000
"Comprehensive Digestive Institute of Nevada, Specialty Surgery Center",
"Comprehensive Digestive Institute of Nevada, Miraca Life Sciences",8662420250
"Comprehensive Digestive Institute of Nevada, MAKE CHECKS PAYABLE/REMIT TO:",
"Comprehensive Digestive Institute of Nevada, Henderson Clinic",
"Comprehensive Digestive Institute of Nevada, Horizon Ridge Surgery Center",7027248900
"Comprehensive Digestive Institute of Nevada, Seven Hills Surgery Center",7029142028
"Comprehensive Digestive Institute of Nevada, CDIN Southwest Clinic",7024834483
"Comprehensive Digestive Institute of Nevada, Comprehensive Surgery Center",
"Comprehensive Digestive Institute of Nevada, Valley CHH Outpatient",7028359700
"Comprehensive Digestive Institute of Nevada, Southern Hills Hospital Oupatient",
"Comprehensive Digestive Institute of Nevada, St Rose San Martin Outpatient",
"Comprehensive Digestive Institute of Nevada, St Rose Hospital Siena Outpatient",
"Comprehensive Digestive Institute of Nevada, Kindred Hospital Sahara",7028711418
"Comprehensive Digestive Institute of Nevada, Kindred Hospital Flamingo",7027844300
"Comprehensive Digestive Institute of Nevada, Las Vegas Endoscopy",7028550550
"Comprehensive Digestive Institute of Nevada, Virtual Office",7024834483
"Comprehensive Digestive Institute of Nevada, CDIN Telehealth",
"Comprehensive Digestive Institute of Nevada, Infusion",
"Comprehensive Digestive Institute of Nevada, Clinic NW Office",7024834483
"Comprehensive Digestive Institute of Nevada, Southwest Medical Associates ASC",7028778660
"Comprehensive Digestive Institute of Nevada, Henderson",
"Comprehensive Digestive Institute of Nevada, Henderson New clinic",
"Comprehensive Digest Surgery Center, LLC.",7029702383.0
"Comprehensive Digest Surgery Center, LLC., Comprehensive Digest Surg. Ctr",7029702383
"Comprehensive Digest Surgery Center, LLC., Comprehensive Digest Surg. Ctr",7029702383
"Mary Margaret O'Neill MD, Inc,",4085830522.0
"Mary Margaret O'Neill MD, Inc,, Mary Margaret ONeill, MD Inc",4085830522
"Mary Margaret O'Neill MD, Inc,, O'Connor Hospital",4089472500
"Mary Margaret O'Neill MD, Inc,, Good Samaritan Hospital",4085592011
"Mary Margaret O'Neill MD, Inc,, Forest Surgery Center",4082973432
Primary Care Physicians Medical Corp.,4082510835.0
"Primary Care Physicians Medical Corp., Primary Care Physicians Med",4082510835
"Primary Care Physicians Medical Corp., Regional Medical Inpatient",4084279628
"Primary Care Physicians Medical Corp., Regional Medical Outpatient",4084279628
"Primary Care Physicians Medical Corp., Home Health Care",
"Primary Care Physicians Medical Corp., Neogen Care",5102849121
"Primary Care Physicians Medical Corp., Kindred Healthcare",
"Primary Care Physicians Medical Corp., Willow Glen Center",4082654211
"Primary Care Physicians Medical Corp., Vitas Healthcare",4089646800
"Primary Care Physicians Medical Corp., Care in Touch Home Health",
"Primary Care Physicians Medical Corp., Amore Home Health",4086492370
"Primary Care Physicians Medical Corp., Premier Home Health Providers",
"Primary Care Physicians Medical Corp., Guardian Angel Home Care",4082611120
"Primary Care Physicians Medical Corp., Essential Home Health",5102395337
"Primary Care Physicians Medical Corp., St Patrick Home Health",4083893500
"Primary Care Physicians Medical Corp., SAN JOSE HEALTHCARE  WELLNESS CENT",4082952665
"Primary Care Physicians Medical Corp., SOUTH SPRINGS HOME HEALTH CARE, INC",4088834460
"Primary Care Physicians Medical Corp., BAYHEALTH INC",4086898132
"Primary Care Physicians Medical Corp., MERIDIAN CARE INC",5107939255
"Primary Care Physicians Medical Corp., ANX HOME HEALTHCARE",6509915177
"Primary Care Physicians Medical Corp., Lifecare Solutions Palliative and h",5105732523
"Primary Care Physicians Medical Corp., Mission De La Casa",
"Primary Care Physicians Medical Corp., Primary Care Physician Telemedicine",4082510835
"Primary Care Physicians Medical Corp., Regional Medical Hospital",4084279628
"Primary Care Physicians Medical Corp., PCP AND TOPCARE DR DZUNG DO",4088359601
"Primary Care Physicians Medical Corp., REHABFOCUS HOME HEALTH INC",4087251840
"Primary Care Physicians Medical Corp., The Ridge Post Acute",4082513070
"CardioVascular Institute, PC",5095577776.0
"CardioVascular Institute, PC, Chewelah",5095577776
"CardioVascular Institute, PC, Spokane",5095577776
"CardioVascular Institute, PC, Chewelah",5095577776
"CardioVascular Institute, PC, Spokane",5095577776
California Medical Arts,3103186500.0
"California Medical Arts, Huntington Park",3103186500
"California Medical Arts, Walnut",3103186500
"California Medical Arts, Riverside - Indiana",3103186500
"California Medical Arts, Riverside - Magnolia",3103186500
"California Medical Arts, Orange",3103186500
"California Medical Arts, Colton",3103186500
"California Medical Arts, Lawndale",3103186500
"California Medical Arts, Upland",3103186500
"California Medical Arts, Rancho Cucamonga",3103186500
"California Medical Arts, Torrance",
"California Medical Arts, Huntington Park",3103186500
"California Medical Arts, Walnut",3103186500
"California Medical Arts, Riverside - Indiana",3103186500
"California Medical Arts, Riverside - Magnolia",3103186500
"California Medical Arts, Orange",3103186500
"California Medical Arts, Colton",3103186500
"California Medical Arts, Lawndale",3103186500
"California Medical Arts, Upland",3103186500
"California Medical Arts, Rancho Cucamonga",3103186500
"California Medical Arts, Torrance",
"Elwood Cohen, DO, Inc.",9093377771.0
"Elwood Cohen, DO, Inc., Elwood Cohen DO INC",9093377771
"Elwood Cohen, DO, Inc., Elwood Cohen DO INC",9093377771
"CardioRenal Therapeutics, LLC (FL location)",9043301024.0
"CardioRenal Therapeutics, LLC (FL location), CARDIAC VISION 4 U LLC",9043301024
"CardioRenal Therapeutics, LLC (FL location), Cardiac Vision",9043301024
"CardioRenal Therapeutics, LLC (FL location), BATWOMAN INC",9043301024
"CardioRenal Therapeutics, LLC (FL location), CardioRenal Therapeutics, LLC",9043301024
Capitol Vascular and Oncology Institute,3013586070.0
"Capitol Vascular and Oncology Institute, CVOI-HQ-Office",3013586070
"Capitol Vascular and Oncology Institute, CVOI-Doppler",3013586070
"Capitol Vascular and Oncology Institute, CVOI-Procedures",3013546070
"Capitol Vascular and Oncology Institute, CVOI Woodyard Rd",3013586070
"Capitol Vascular and Oncology Institute, CVOI Brandywine 200",3013586070
"Capitol Vascular and Oncology Institute, CVOI Charles Regional Medical",3013586070
"Capitol Vascular and Oncology Institute, CVOI Fort Washington Medical",3013586070
"Capitol Vascular and Oncology Institute, CVOI- University of MD Capitol Reg",3013586070
County of Davidson,3362422300.0
"County of Davidson, Davidson County Health Dept",3362422300
"Vincent G. Sacco, D.O. P.C.",2153339901.0
"Vincent G. Sacco, D.O. P.C., 2701 Holme Avenue",2153339901
"OLEG VOLCHONOK, MD",2159698446.0
"OLEG VOLCHONOK, MD, 1060 N. KINGS HYW. STE 113",2159698446
"OLEG VOLCHONOK, MD, KENNEDY MEMORIAL HOSP.",8564886500
"OLEG VOLCHONOK, MD, NAZARETH HOSP.",2153556000
"OLEG VOLCHONOK, MD, HOLY REDEEMER HOSP.",2159473000
"OLEG VOLCHONOK, MD, ARIA HEALTH",2158312000
"OLEG VOLCHONOK, MD, KENNERY MEMORIAL HOSP PER CH",8564886500
"OLEG VOLCHONOK, MD, TREVOSE SURGICAL CENTER",2676846047
"OLEG VOLCHONOK, MD, 11400 Bustleton Ave",2159698446
"OLEG VOLCHONOK, MD, DELAWARE  VALLEY VETERANS HOME",2158562700
"OLEG VOLCHONOK, MD, HOLY REDEEMER SURGICAL CENTER",
"OLEG VOLCHONOK, MD, ST MARY MEDICAL CENTER",
"OLEG VOLCHONOK, MD, GLANDELE UPTOWN HOME",2157222300
"OLEG VOLCHONOK, MD, ANGELA JANE PAVILION",2157081200
"OLEG VOLCHONOK, MD, LAFAYETTE-SNF",2152142800
"OLEG VOLCHONOK, MD, ST JOSEPH MANOR",2159384000
"OLEG VOLCHONOK, MD, GRANT SURGICENTER",2155992600
"OLEG VOLCHONOK, MD, 11400 Bustleton Ave Tele",2159698446
"OLEG VOLCHONOK, MD, WILLS SURGY CENTER",
"OLEG VOLCHONOK, MD, ENDOSCOPY CENTER OF BUCKS COUNTY",2155792004
Sharon de Edwards MD FACOG NCMP,9257549961.0
"Sharon de Edwards MD FACOG NCMP, Sharon de Edwards MD FACOG",9257549961
"Sharon de Edwards MD FACOG NCMP, Sutter Delta Medical Center",9257797200
"Sharon de Edwards MD FACOG NCMP, John Muir Medical Center",9259475399
"Sharon de Edwards MD FACOG NCMP, John Muir - Concord",9259475399
"Sharon de Edwards MD FACOG NCMP, ALTA BATES SUMMIT MEDICAL CENTER",
Dr. Helbing Allergy and Asthma Associates LTD ,7037509450.0
"Dr. Helbing Allergy and Asthma Associates LTD , Dr. Helbing Allergy and Asthma OL",7037509450
"Dr. Helbing Allergy and Asthma Associates LTD , Springfield",7037509450
"Dr. Helbing Allergy and Asthma Associates LTD , Dr.Helbing Allergy and Asthma NL",7037509450
Southern California Hematology Oncology Medical Group,3236606200.0
"Southern California Hematology Oncology Medical Group, GHASSAN AL-JAZAYRLY, M.D., INC",3236606200
"Southern California Hematology Oncology Medical Group, COMMUNITY AND MISSION HOSPITAL",3235889513
"Southern California Hematology Oncology Medical Group, EAST LOS ANGELES DOCTORS HOSP",3232685514
"Southern California Hematology Oncology Medical Group, GLENDALE ADVENTIST HOSPITAL",8184098000
"Southern California Hematology Oncology Medical Group, GLENDALE MEMORIAL HOSPITAL",8185021900
"Southern California Hematology Oncology Medical Group, GOOD SAMARITAN HOSPITAL",2139772121
"Southern California Hematology Oncology Medical Group, HOLLYWOOD PRESBYTERIAN MEDICAL",2134132000
"Southern California Hematology Oncology Medical Group, SAINT JOSEPH MEDICAL CENTER",8188435111
"Southern California Hematology Oncology Medical Group, SAINT VINCENT MEDICAL CENTER",2134847111
"Southern California Hematology Oncology Medical Group, VERDUGO HOSPITAL",8187907100
"Southern California Hematology Oncology Medical Group, WHITE MEMORIAL MEDICAL CENTER",3232685000
"Southern California Hematology Oncology Medical Group, Infusion Room",
"Southern California Hematology Oncology Medical Group, College Vista SNF",(32 25-815
"Edinboro Family Chiropractic, Inc.",8147344541.0
"Edinboro Family Chiropractic, Inc., Edinboro Family Chiropractic",8147344541
"Edmund H. Torkelson, D.O., P.C.",5036148735.0
"Edmund H. Torkelson, D.O., P.C., Edmund H. Torkelson, D.O., P.C",5036148735
"Edmund H. Torkelson, D.O., P.C., Edmund H. Torkelson, D.O., P.C",5036148735
Elite Care Service ,9104830324.0
"Elite Care Service , Elite Care Service",9104830324
Foot & Ankle Center of Florida LLC,9415002088.0
"Foot & Ankle Center of Florida LLC, FAWCETT MEMORIAL HOSPITAL, INC-OP",9416291181
"Foot & Ankle Center of Florida LLC, SHOREPOINT HEALTH PUNTA GORDA-OP",9146373128
"Foot & Ankle Center of Florida LLC, SHOREPOINT HEALTH PORT CHARLOTTE-OP",9417664125
"Foot & Ankle Center of Florida LLC, SHOREPOINT HEALTH PORT CHARLOTTE-IP",9417664125
"Foot & Ankle Center of Florida LLC, SHOREPOINT HEALTH PORT CHARLOTTE-ER",9417664125
"Foot & Ankle Center of Florida LLC, SHOREPOINT HEALTH PUNTA GORDA-IP",9416373128
"Foot & Ankle Center of Florida LLC, SHOREPOINT HEALTH PUNTA GORDA-ER",9416373128
"Foot & Ankle Center of Florida LLC, FAWCETT MEMORIAL HOSPITAL, INC-IP",9416291181
"Foot & Ankle Center of Florida LLC, FAWCETT MEMORIAL HOSPITAL, INC -ER",9416291181
"Foot & Ankle Center of Florida LLC, Young at Heart Assisted Living",9416294417
"Foot & Ankle Center of Florida LLC, ShorePoint Wound Care Center",9412052620
"Foot & Ankle Center of Florida LLC, ShorePoint Riverside Behavioral Ctr",9416372474
"Foot & Ankle Center of Florida LLC, Port Charlotte Rehabilitation Ctr",9416297466
"Foot & Ankle Center of Florida LLC, Solaris Healthcare Charlotte Harbor",9412555855
"Foot & Ankle Center of Florida LLC, Fawcett Memorial Hospital Rehab",9416291181
"Foot & Ankle Center of Florida LLC, Signature Healthcare Port Charlotte",9416253200
"Foot & Ankle Center of Florida LLC, ShorePoint Riverside Behavioral",9416372474
"Foot & Ankle Center of Florida LLC, Y & H GROUP INC",
Marcelo-Mangune Medical Corporation,5626332021.0
"Marcelo-Mangune Medical Corporation, Marcelo-Mangune Medical Corp.",5626332021
Family Care Psychiatry,7342062888.0
"Family Care Psychiatry, FAMILY CARE PSYCHIATRY",7342062888
"Family Care Psychiatry, Family Care Psychiatry TM",
Fit Heart MD,8189940616.0
"Fit Heart MD, Barlow Respiratory Hospital IP",8187822222
"Fit Heart MD, Barlow Respiratory Hospital OP",8187822222
"Fit Heart MD, Barlow Respiratory Hospital ER",8187822222
"Fit Heart MD, SoCal Hospital at Hollywood IP",3234622271
"Fit Heart MD, SoCal Hospital at Hollywood OP",3234622271
"Fit Heart MD, SoCal Hospital at Hollywood ER",3234622271
"Fit Heart MD, Mission Community Hospital IP",8187872222
"Fit Heart MD, Mission Community Hospital OP",8187872222
"Fit Heart MD, Mission Community Hospital ER",8187872222
"Fit Heart MD, Northridge Medical Center IP",8188858500
"Fit Heart MD, Northridge Medical Center OP",8188858500
"Fit Heart MD, Northridge Medical Center ER",8188858500
"Fit Heart MD, Providence Holy Cross IP",8183658051
"Fit Heart MD, Providence Holy Cross OP",8183658051
"Fit Heart MD, Providence Holy Cross ER",8183658051
"Fit Heart MD, LA Downtown Medical Center IP",2139896100
"Fit Heart MD, LA Downtown Medical Center OP",2139896100
"Fit Heart MD, LA Downtown Medical Center ER",2139896100
"Fit Heart MD, Tarzana Hospital IP",8188810800
"Fit Heart MD, Tarzana Hospital OP",8188810800
"Fit Heart MD, Tarzana Hospital ER",8188810800
"Fit Heart MD, Valley Presbyterian Hosp IP",8187822222
